EOG09260K29	scaffold_18	201366	212514
EOG09260K29	scaffold_1	543894	554805
EOG09260NAN	scaffold_12	256421	267644
EOG09261B14	scaffold_11	310255	321211
EOG09264B3O	scaffold_6	120951	131781
EOG0926522L	scaffold_10	305767	316033
EOG09260V5Q	scaffold_16	26601	39090
EOG09261N64	scaffold_6	89801	101267
EOG092603JK	scaffold_5	122590	134002
EOG09265K5D	scaffold_13	159250	169396
EOG09262LI4	scaffold_7	161291	171998
EOG09261FM4	scaffold_6	129439	140923
EOG09265ER6	scaffold_7	322422	332682
EOG09263XZN	scaffold_27	65730	76521
EOG09261I8J	scaffold_2	682476	693726
EOG09261I8J	scaffold_24	89034	111569
EOG09261I8J	scaffold_4	369855	380928
EOG09260NJW	scaffold_14	103272	115563
EOG09260RNZ	scaffold_2	595388	607583
EOG092612LP	scaffold_2	338660	350612
EOG09261031	scaffold_17	172468	183658
EOG092648O6	scaffold_1	972268	982609
EOG09261QR5	scaffold_3	233967	245766
EOG092607ZS	scaffold_24	56313	69555
EOG09260FX0	scaffold_5	140523	153960
EOG092601YK	scaffold_14	205859	222146
EOG09265MAN	scaffold_5	637477	647785
EOG09263RVR	scaffold_1	428958	439845
EOG09260LRX	scaffold_9	392693	404930
EOG0926025H	scaffold_7	407065	418816
EOG092646PE	scaffold_1	142159	152641
EOG092646PE	scaffold_17	214286	224723
EOG092646PE	scaffold_12	344154	354582
EOG09263J3H	scaffold_12	180721	191554
EOG092603KJ	scaffold_1	889712	902378
EOG09260HMA	scaffold_18	223551	236115
EOG09263MNN	scaffold_3	657840	669333
EOG092620IA	scaffold_28	24999	37383
EOG09261OXV	scaffold_2	268270	281389
EOG0926347K	scaffold_24	75073	86035
EOG09260A27	scaffold_5	67634	79217
EOG09265A4E	scaffold_14	82187	92501
EOG092608GK	scaffold_17	136758	147774
EOG092608GK	scaffold_10	100935	111951
EOG092608GK	scaffold_3	835912	846487
EOG0926142H	scaffold_5	208001	219803
EOG09263C1V	scaffold_11	93734	104933
EOG09261DJC	scaffold_13	265782	276279
EOG09260KGS	scaffold_7	367871	380510
EOG09261DW8	scaffold_23	48439	59998
